## file created 24.Feb.2016 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 45105C2D  35   3   u    0       0          5              2      HE   -23    45      1
 45204C2E  35   3   u    0       0          6              0      HE   -19    46      2
 4510502E  35   3   u    0       0          6              1      HE   -20    46      1
 4520582D  35   3   u    0       0          6              2      HE   -22    45      2
 45104C2E  35   3   u    0       0          7              0      HE   -19    46      1
 4520502E  35   3   u    0       0          7              1      HE   -20    46      2
 4510582D  35   3   u    0       0          7              2      HE   -22    45      1
 45204C2D  35   3   u    0       0          8              0      HE   -19    45      2
 4510502D  35   3   u    0       0          8              1      HE   -20    45      1
 4520542D  35   3   u    0       0          8              2      HE   -21    45      2
 45104C2D  35   3   u    0       0          9              0      HE   -19    45      1
 4520502D  35   3   u    0       0          9              1      HE   -20    45      2
 4510542D  35   3   u    0       0          9              2      HE   -21    45      1
 43102C30  35   4   u    0       0         14              0      HB   -11    48      1
 43101C30  35   4   u    0       0         14              1      HB    -7    48      1
 43100C30  35   4   u    0       0         14              2      HB    -3    48      1
 43101430  35   4   u    0       0         15              0      HB    -5    48      1
 43100430  35   4   u    0       0         15              1      HB    -1    48      1
 43102430  35   4   u    0       0         15              2      HB    -9    48      1
 43102C2F  35   4   u    0       0         16              0      HB   -11    47      1
 43101C2F  35   4   u    0       0         16              1      HB    -7    47      1
 43100C2F  35   4   u    0       0         16              2      HB    -3    47      1
 4310142F  35   4   u    0       0         17              0      HB    -5    47      1
 4310042F  35   4   u    0       0         17              1      HB    -1    47      1
 4310242F  35   4   u    0       0         17              2      HB    -9    47      1
 43102830  35   4   u    0       0         18              0      HB   -10    48      1
 43101830  35   4   u    0       0         18              1      HB    -6    48      1
 43100830  35   4   u    0       0         18              2      HB    -2    48      1
 43102030  35   4   u    0       0         19              0      HB    -8    48      1
 43101030  35   4   u    0       0         19              1      HB    -4    48      1
 43103030  35   4   u    0       0         19              2      HB   -12    48      1
 4310282F  35   4   u    0       0         20              0      HB   -10    47      1
 4310182F  35   4   u    0       0         20              1      HB    -6    47      1
 4310082F  35   4   u    0       0         20              2      HB    -2    47      1
 4310202F  35   4   u    0       0         21              0      HB    -8    47      1
 4310102F  35   4   u    0       0         21              1      HB    -4    47      1
 4310302F  35   4   u    0       0         21              2      HB   -12    47      1
 43102C32  35   4   u    0       0          2              0      HB   -11    50      1
